"item" "cond" "region" "subj" "expt" "rt" "region.id" "region2" "probs" "dist.exp" "dist.noexp" "exp" "dist" "int" "lrt"
"2822" 9 "c" "MainVerb" 15 "CP1" 750 4 "crit" 0.7 0 -1 -1 -1 1 6.62007320653036
"2824" 9 "c" "MainVerb" 55 "CP1" 641 4 "crit" 0.7 0 -1 -1 -1 1 6.46302945692067
"2830" 9 "c" "MainVerb" 35 "CP1" 500 4 "crit" 0.7 0 -1 -1 -1 1 6.21460809842219
"2839" 9 "d" "MainVerb" 60 "CP1" 1563 4 "crit" 0.7 0 1 -1 1 -1 7.35436233042148
"2840" 9 "d" "MainVerb" 8 "CP1" 1109 4 "crit" 0.7 0 1 -1 1 -1 7.01121398735037
"2841" 9 "d" "MainVerb" 48 "CP1" 2016 4 "crit" 0.7 0 1 -1 1 -1 7.60887062919126
"2846" 9 "d" "MainVerb" 44 "CP1" 688 4 "crit" 0.7 0 1 -1 1 -1 6.53378883793334
"2850" 9 "d" "MainVerb" 20 "CP1" 1094 4 "crit" 0.7 0 1 -1 1 -1 6.99759598298193
"2851" 9 "d" "MainVerb" 28 "CP1" 1000 4 "crit" 0.7 0 1 -1 1 -1 6.90775527898214
"2852" 9 "d" "MainVerb" 52 "CP1" 969 4 "crit" 0.7 0 1 -1 1 -1 6.87626461189077
"2853" 9 "d" "MainVerb" 56 "CP1" 1343 4 "crit" 0.7 0 1 -1 1 -1 7.20266119652324
"2856" 9 "d" "MainVerb" 16 "CP1" 625 4 "crit" 0.7 0 1 -1 1 -1 6.4377516497364
"2863" 9 "d" "MainVerb" 12 "CP1" 734 4 "crit" 0.7 0 1 -1 1 -1 6.59850902861452
"2865" 9 "d" "MainVerb" 36 "CP1" 1031 4 "crit" 0.7 0 1 -1 1 -1 6.93828448401696
"2866" 9 "d" "MainVerb" 32 "CP1" 1094 4 "crit" 0.7 0 1 -1 1 -1 6.99759598298193
"2870" 9 "d" "MainVerb" 40 "CP1" 984 4 "crit" 0.7 0 1 -1 1 -1 6.89162589705225
"2875" 9 "d" "MainVerb" 24 "CP1" 984 4 "crit" 0.7 0 1 -1 1 -1 6.89162589705225
"2879" 9 "d" "MainVerb" 4 "CP1" 578 4 "crit" 0.7 0 1 -1 1 -1 6.35957386867238
